2017-03-24 13:58:42.800 I 3012 SampleAnalyzer-1: constructed
2017-03-24 13:58:44.172 I 8068 SampleAnalyzer-1: block transfers changed
2017-03-24 13:58:45.136 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.136 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.136 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.136 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.136 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.136 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.136 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.136 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.136 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.137 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.137 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.137 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.137 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.137 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.137 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.137 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.137 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.137 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.138 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.138 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.138 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.138 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.138 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.138 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.138 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.138 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.138 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.139 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.139 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.139 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.139 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.139 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.139 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.139 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.139 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.139 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.140 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.140 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.140 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.140 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.140 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.140 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.140 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.140 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.140 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.140 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.141 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.141 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.141 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.141 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.141 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.141 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.141 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.141 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.141 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.142 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.142 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.142 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.142 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.142 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.142 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.142 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.142 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.142 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.143 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.143 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.143 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.143 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.143 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.143 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.143 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.143 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.143 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.144 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.145 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.145 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.145 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.145 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.145 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.145 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.145 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.164 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.164 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:45.164 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.164 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.164 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.164 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.164 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.164 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.164 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.164 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.165 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.165 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.165 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.165 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.165 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.165 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.165 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.165 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.165 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.165 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.165 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.205 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.205 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:45.205 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.205 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.205 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.205 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.205 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.205 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.205 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.205 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.205 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.205 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.206 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.206 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.206 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.206 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.206 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.206 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.206 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.206 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.206 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.233 I 4516 SampleAnalyzer-1: acquired 579 samples
2017-03-24 13:58:45.243 I 4516 SampleAnalyzer-1: acquired 7 samples
2017-03-24 13:58:45.251 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:45.251 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.251 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.251 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.251 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.251 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.251 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.251 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.251 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.251 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.251 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.251 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.252 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.252 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.252 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.252 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.252 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.252 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.252 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.252 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.252 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.252 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.252 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.278 I 4516 SampleAnalyzer-1: acquired 4086 samples
2017-03-24 13:58:45.286 I 4516 SampleAnalyzer-1: acquired 7 samples
2017-03-24 13:58:45.297 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:45.297 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.297 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.297 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.297 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.297 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.297 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.297 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.298 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.320 I 4516 SampleAnalyzer-1: acquired 2600 samples
2017-03-24 13:58:45.327 I 4516 SampleAnalyzer-1: acquired 7 samples
2017-03-24 13:58:45.328 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:45.328 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.328 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.328 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.328 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.328 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.328 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.328 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.328 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.328 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.328 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.328 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.329 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.329 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.329 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.329 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.329 I 8068 SampleAnalyzer-1: added 8 samples to block transfer
2017-03-24 13:58:45.329 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.329 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.329 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.329 I 8068 SampleAnalyzer-1: added 9 samples to block transfer
2017-03-24 13:58:45.829 I 8068 SampleAnalyzer-1: end run
