2017-03-24 13:58:35.452 I 3012 SampleAnalyzer-0: constructed
2017-03-24 13:58:36.021 I 8068 SampleAnalyzer-0: block transfers changed
2017-03-24 13:58:36.737 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.737 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.737 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.737 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.737 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.737 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.737 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.738 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.815 I 4516 SampleAnalyzer-0: released 3045 samples
2017-03-24 13:58:36.815 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.815 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.815 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.815 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.815 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.815 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.815 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.816 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.816 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.816 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.816 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.816 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.816 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.816 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.816 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.816 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.817 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.817 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.817 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.817 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.817 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.817 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.817 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.817 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.817 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.817 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.818 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.818 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.818 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.818 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.873 I 4516 SampleAnalyzer-0: released 2345 samples
2017-03-24 13:58:36.873 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.873 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.873 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.873 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.873 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.873 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.873 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.874 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.874 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.874 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.874 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.874 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.874 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.874 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.874 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.874 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.875 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.875 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.875 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.875 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.875 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.875 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.875 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.875 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.918 I 4516 SampleAnalyzer-0: released 1757 samples
2017-03-24 13:58:36.918 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.918 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.918 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.918 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.918 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.918 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.919 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.919 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.919 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.919 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.919 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.919 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.919 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.919 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.920 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.920 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.920 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.947 I 4516 SampleAnalyzer-0: released 1039 samples
2017-03-24 13:58:36.947 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.947 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.947 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.947 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.947 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.947 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.948 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.948 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.948 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.948 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.948 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.969 I 4516 SampleAnalyzer-0: released 767 samples
2017-03-24 13:58:36.969 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.969 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.969 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.969 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.969 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.969 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.969 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.977 I 4516 SampleAnalyzer-0: released 368 samples
2017-03-24 13:58:36.977 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.977 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.977 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.977 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.988 I 4516 SampleAnalyzer-0: released 345 samples
2017-03-24 13:58:36.988 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.988 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.988 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.996 I 4516 SampleAnalyzer-0: released 279 samples
2017-03-24 13:58:36.996 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.996 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:36.996 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.004 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.004 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.004 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.004 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.007 I 4516 SampleAnalyzer-0: released 296 samples
2017-03-24 13:58:37.007 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.007 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.007 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.013 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.013 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.013 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.013 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.025 I 4516 SampleAnalyzer-0: released 344 samples
2017-03-24 13:58:37.025 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.025 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.025 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.034 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.034 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.034 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.034 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.045 I 4516 SampleAnalyzer-0: released 312 samples
2017-03-24 13:58:37.045 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.045 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.045 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.057 I 4516 SampleAnalyzer-0: released 273 samples
2017-03-24 13:58:37.057 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.057 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.057 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.067 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.067 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.067 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.067 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.078 I 4516 SampleAnalyzer-0: released 279 samples
2017-03-24 13:58:37.078 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.078 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.091 I 4516 SampleAnalyzer-0: released 345 samples
2017-03-24 13:58:37.091 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.091 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.091 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.091 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.101 I 4516 SampleAnalyzer-0: released 303 samples
2017-03-24 13:58:37.101 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.101 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.101 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.111 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.111 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.111 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.111 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.124 I 4516 SampleAnalyzer-0: released 279 samples
2017-03-24 13:58:37.124 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.124 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.124 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.137 I 4516 SampleAnalyzer-0: released 345 samples
2017-03-24 13:58:37.137 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.137 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.137 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.148 I 4516 SampleAnalyzer-0: released 296 samples
2017-03-24 13:58:37.148 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.148 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.148 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.160 I 4516 SampleAnalyzer-0: released 344 samples
2017-03-24 13:58:37.160 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.160 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.160 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.169 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.169 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.169 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.169 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.180 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.180 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.180 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.180 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.195 I 4516 SampleAnalyzer-0: released 345 samples
2017-03-24 13:58:37.195 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.195 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.195 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.206 I 4516 SampleAnalyzer-0: released 312 samples
2017-03-24 13:58:37.206 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.206 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.206 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.206 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.218 I 4516 SampleAnalyzer-0: released 351 samples
2017-03-24 13:58:37.218 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.218 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.218 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.226 I 4516 SampleAnalyzer-0: released 273 samples
2017-03-24 13:58:37.226 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.226 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.226 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.238 I 4516 SampleAnalyzer-0: released 279 samples
2017-03-24 13:58:37.238 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.238 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.238 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.249 I 4516 SampleAnalyzer-0: released 297 samples
2017-03-24 13:58:37.249 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.249 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.249 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.259 I 4516 SampleAnalyzer-0: released 279 samples
2017-03-24 13:58:37.259 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.259 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.271 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.271 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.271 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.271 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.285 I 4516 SampleAnalyzer-0: released 345 samples
2017-03-24 13:58:37.285 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.285 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.285 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.285 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.294 I 4516 SampleAnalyzer-0: released 311 samples
2017-03-24 13:58:37.294 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.294 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.294 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.305 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.305 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.305 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.305 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.319 I 4516 SampleAnalyzer-0: released 344 samples
2017-03-24 13:58:37.319 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.319 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.319 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.328 I 4516 SampleAnalyzer-0: released 209 samples
2017-03-24 13:58:37.328 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.328 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.344 I 4516 SampleAnalyzer-0: released 416 samples
2017-03-24 13:58:37.344 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.344 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.344 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.344 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.350 I 4516 SampleAnalyzer-0: released 232 samples
2017-03-24 13:58:37.350 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.350 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.350 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.364 I 4516 SampleAnalyzer-0: released 351 samples
2017-03-24 13:58:37.364 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.364 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.364 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.373 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.373 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.373 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.373 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.388 I 4516 SampleAnalyzer-0: released 344 samples
2017-03-24 13:58:37.388 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.388 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.388 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.398 I 4516 SampleAnalyzer-0: released 296 samples
2017-03-24 13:58:37.398 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.398 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.398 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.408 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.408 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.408 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.408 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.423 I 4516 SampleAnalyzer-0: released 351 samples
2017-03-24 13:58:37.423 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.423 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.423 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.423 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.435 I 4516 SampleAnalyzer-0: released 345 samples
2017-03-24 13:58:37.435 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.435 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.435 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.443 I 4516 SampleAnalyzer-0: released 296 samples
2017-03-24 13:58:37.443 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.443 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.443 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.452 I 4516 SampleAnalyzer-0: acquired 226 samples
2017-03-24 13:58:37.453 I 4516 SampleAnalyzer-0: released 273 samples
2017-03-24 13:58:37.453 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.453 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.453 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.464 I 4516 SampleAnalyzer-0: acquired 278 samples
2017-03-24 13:58:37.465 I 4516 SampleAnalyzer-0: acquired 2 samples
2017-03-24 13:58:37.465 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.465 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.465 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.476 I 4516 SampleAnalyzer-0: acquired 347 samples
2017-03-24 13:58:37.480 I 4516 SampleAnalyzer-0: released 351 samples
2017-03-24 13:58:37.480 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.480 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.480 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.480 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.487 I 4516 SampleAnalyzer-0: acquired 276 samples
2017-03-24 13:58:37.488 I 4516 SampleAnalyzer-0: acquired 2 samples
2017-03-24 13:58:37.488 I 4516 SampleAnalyzer-0: released 279 samples
2017-03-24 13:58:37.488 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.488 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.488 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.500 I 4516 SampleAnalyzer-0: acquired 382 samples
2017-03-24 13:58:37.504 I 4516 SampleAnalyzer-0: acquired 1 samples
2017-03-24 13:58:37.504 I 4516 SampleAnalyzer-0: released 378 samples
2017-03-24 13:58:37.504 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.504 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.504 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.504 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.511 I 4516 SampleAnalyzer-0: acquired 278 samples
2017-03-24 13:58:37.512 I 4516 SampleAnalyzer-0: acquired 2 samples
2017-03-24 13:58:37.512 I 4516 SampleAnalyzer-0: released 279 samples
2017-03-24 13:58:37.512 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.512 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.523 I 4516 SampleAnalyzer-0: acquired 278 samples
2017-03-24 13:58:37.524 I 4516 SampleAnalyzer-0: acquired 2 samples
2017-03-24 13:58:37.524 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.524 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.524 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.524 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.535 I 4516 SampleAnalyzer-0: acquired 344 samples
2017-03-24 13:58:37.539 I 4516 SampleAnalyzer-0: released 345 samples
2017-03-24 13:58:37.539 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.539 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.539 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.539 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.547 I 4516 SampleAnalyzer-0: acquired 295 samples
2017-03-24 13:58:37.548 I 4516 SampleAnalyzer-0: acquired 1 samples
2017-03-24 13:58:37.548 I 4516 SampleAnalyzer-0: released 296 samples
2017-03-24 13:58:37.548 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.548 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.548 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.558 I 4516 SampleAnalyzer-0: acquired 278 samples
2017-03-24 13:58:37.559 I 4516 SampleAnalyzer-0: acquired 2 samples
2017-03-24 13:58:37.559 I 4516 SampleAnalyzer-0: released 280 samples
2017-03-24 13:58:37.559 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.559 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.570 I 4516 SampleAnalyzer-0: acquired 347 samples
2017-03-24 13:58:37.574 I 4516 SampleAnalyzer-0: released 351 samples
2017-03-24 13:58:37.574 I 8068 SampleAnalyzer-0: acquired 100 samples
2017-03-24 13:58:37.574 I 8068 SampleAnalyzer-0: acquired 100 samples
